id,country,city,line,phase,start_year,end_year,rr,length,tunnel_pct,tunnel_km,elevated,atgrade,stations,cost_km_real,real_cost_total
,CN,Guangzhou,Line 6,Line 6 Phase 1,2006,,0,24.3,87,21.2,,,22,264.6,6428.9
,CN,Guangzhou,Line 2 and 8,Line 2 and 8 Extension,2007,,0,28.55,,,,,22,266.9,7619.7
,CN,Guangzhou,Line 6,Line 6 Phase 3,2009,,0,17.6,100,17.6,,,,193.5,3405.9
,CN,Guangzhou,Line 9,Line 9,2009,,0,18.3,100,18.3,,,,201.6,3688.7
,CN,Guangzhou,Line 7,Line 7,2012,,0,17.6,100,17.6,,,,206.7,3638.8
,CN,Guangzhou,Line 11,Line 11,2019,,0,44.2,100,44.2,,,32,308.8,13650.3
7778,CN,Guangzhou,Line 13,Line 13 Phase 2,2019,,0,33.5,100,33.5,,,23,367.8,12320.1
,CN,Guangzhou,Line 18,Nansha-Zhuhai (Zhongshan) intercity or Line 18,2020,,1,79,100,79,,,,183.0,14456.5
,CN,Guangzhou,Line 22,Line 22 Northern Extension,2020,,1,39,100,39,,,,247.9,9667.4
,CN,Guangzhou,Line 28,Line 28,2020,,1,107,100,107,,,,264.9,28347.7
,CN,Guangzhou,Line 18,Line 18 North,2021,,1,41.1,100,41.1,,,10,263.6,10833.1
,CN,Guangzhou,Line 8,Line 8 Eastern Extension,2021,,0,18,100,18,,,7,261.6,4709.4
,CN,Guilin,Line 1,Line 1,2020,,0,29.27,6,1.9,,,13,84.3,2468.6
9491,CN,Guiyang,Line 1,Line 1 Phase 1,2013,2017,0,34.3,84.55,29,5.14,0.348,25,250.3,8584.1
8058,CN,Guiyang,S1,S1 Phase 1,2016,2020,0,28.5,52.98,15.1,0,0,12,183.0,5214.4
,CN,Guiyang,Line 2,Line 2 Phase 1,,2021,0,27.6,100,27.6,,,24,200.3,5528.5
7976,CN,Guiyang,Line 2,Line 2 Phase 2,2017,2022,0,12.8,81.25,10.4,2.27,0.162,8,223.0,2855.0
7931,CN,Guiyang,Line 3,Line 3 Phase 1,2018,2023,0,43.135,100.00,43.135,0,0,29,229.7,9907.4
8011,CN,Guiyang,S2,S2 Phase 1 North,2021,,0,30.32,75,22.64,,,13,161.7,4901.6
7729,CN,Hangzhou,Line 1,Line 1 Phase 1,2007,2012,0,48,,,#N/A,#N/A,31,237.9,11420.6
,CN,Hangzhou,Line 5,Line 5 Phase 1,2014,2020,0,51.6,100,51.6,,,36,219.5,11326.7
,CN,Hangzhou,Hanglin LIne,Hanglin Line (Hangzhou Section),2016,2020,0,14.26,30,4.32,,,6,97.9,1395.4
,CN,Hangzhou,Hanglin LIne,Hanglin Line (Lin'an Section),2016,2020,0,20.72,42,8.64,,,6,98.9,2049.1
8024,CN,Hangzhou,Line 2,Line 2 Phase 3,2017,2020,0,1.6,,,#N/A,#N/A,1,208.0,332.8
8057,CN,Hangzhou,Line 5,Line 5 Phase 2,2017,2020,0,3.2,,,#N/A,#N/A,2,184.6,590.9
7937,CN,Hangzhou,Line 3,Line 3 Phase 1,2017,2021,0,52.9,100,52.9,,,35,236.5,12511.7
8001,CN,Hangzhou,Line 7,Line 7,2017,2021,0,45,,,#N/A,#N/A,22,217.1,9768.2
,CN,Hangzhou,Hangfu Line,Hangfu Line,,2021,0,23.508,100,23.508,,,11,160.7,3778.1
,CN,Hangzhou,Hangzhou-Haining Line,Hangzhou-Haining Line,,2021,0,48.18,31,14.81,,,12,80.3,3867.0
7835,CN,Hangzhou,Line 10,Line 10 Phase 1,,2021,0,15.184,100,15.184,,,12,293.8,4461.1
,CN,Hangzhou,Line 6,Line 6 Phase 1,,2021,0,26.955,100,26.955,,,19,187.9,5065.7
7907,CN,Hangzhou,Line 4,Line 4 Phase 2,2017,2022,0,23.9,100,23.9,,,15,257.5,6153.2
7866,CN,Hangzhou,Line 6,Line 6 Phase 2,2017,2022,0,8.366,100,8.366,,,5,221.4,1852.0
7818,CN,Hangzhou,Line 9,Line 9 Phase 1,2017,2022,0,17.8,,,#N/A,#N/A,14,296.3,5274.3
7914,CN,Hangzhou,Line 8,Line 8 Phase 1,2018,2022,0,17.1,100,17.1,,,9,235.3,4023.4
,CN,Hangzhou,K1 Airport Line,K1 Airport Line,2019,2022,0,59.1316,79,46.5,,,15,207.6,12275.3
,CN,Hangzhou,Line 3,Line 3 North Extension,2020,2022,0,4.7,100,4.7,,,4,688.0,3233.4
,CN,Hangzhou,Line 2,Line 2 Phase 1 Xiaoshan section,2008,,0,18.2,100,18.2,,,13,271.9,4948.3
,CN,Hangzhou,Line 4,Line 4 Phase 1,2013,,0,20.8,100,20.8,,,18,260.4,5416.9
,CN,Hangzhou,Line 2,Line 2 Phase 2,2014,,0,11.281,100,11.281,,,9,253.5,2859.3
,CN,Hangzhou,Line 2,Line 2 Phase 1 (redesign),2017,,0,30.5,100,30.5,,,24,183.1,5585.1
,CN,Hangzhou,Line 5,Line 5 Phase 2 West,2020,,0,4.95,100,4.95,,,2,182.6,903.7
,CN,Hangzhou,Line 10,Line 10 Phase 2,2022,,0,13.33,100,13.33,,,10,224.0,2985.4
,CN,Harbin,Line 1,Line 1 Phase 1,2005,,0,14.4,100,14.4,,,16,237.5,3419.5
,CN,Harbin,Line 1,Line 1 Phase 4,2016,,0,2.6,100,2.6,,,2,226.7,589.5
,CN,Harbin,Line 2,Line 2 Phase 2 North and South Ext,2016,,0,14.1,100,14.1,,,11,209.0,2947.6
,CN,Harbin,Line 4,Line 4 Phase 1,2016,,0,32.2,100,32.2,,,27,248.6,8004.0
,CN,Harbin,Line 5,Line 5 Phase 1,2016,,0,36.1,100,36.1,,,25,207.4,7488.6
,CN,Harbin,Line 2,Line 2 Phase 1,2021,,0,28.7,100,28.7,,,19,202.8,5820.9
,CN,Harbin,Line 3,Line 3 Phase 2,2021,,0,32.18,100,32.2,,,31,235.7,7585.7
7978,CN,Hefei,Line 1,Line 1 Phase 1+2,2012,2016,0,24.58,100.00,24.58,0,0,26,264.4,6498.7
7946,CN,Hefei,Line 3,Line 3 Phase 1,2014,2019,0,37.2,89,32.97,,,33,220.4,8197.9
7971,CN,Hefei,Line 4,Line 4 Phase 1,2015,2020,0,36,100.00,36,0,0,28,244.2,8791.0
7739,CN,Hefei,Line 2,Line 2 Eastern Extension,2020,2024,0,14.5,100,14.5,,,11,199.0,2885.9
7744,CN,Hefei,Line 3,Line 3 Southern Extension,2020,2024,0,11.25,100,11.25,,,8,240.7,2707.8
,CN,Hefei,Hefei-Lu'an Regional Express Line,Hefei-Lu'an Regional Express Line,2018,,0,63.1,19,11.94,,,19,104.6,6600.6
,CN,Hefei,Line 1,Line 1 South,2019,,0,4.54,100,4.54,,,3,281.2,1276.5
7936,CN,Hefei,Line 5,Line 5 Phase 1,2020,,0,40.22,100,40.22,,,33,226.6,9113.5
,CN,Hefei,Line 2,Line 2 Western Extension,2021,,0,12.7,100,12.7,,,8,200.6,2547.0
7746,CN,Hefei,Line 6,Line 6 Phase 1,2021,,0,27.5,100,27.5,,,17,216.8,5961.7
,CN,Hefei,Line 6,Line 6 East Extension,2021,,0,10,100,10,,,4,204.9,2048.6
7745,CN,Hefei,Line 4,Line 4 Southern Extension,2022,,0,13.97,47,6.55,,,8,157.5,2200.0
7747,CN,Hefei,Line 7,Line 7 Phase 1,not started,,0,21,100.00,21,0,0,17,239.1,5021.4
7752,CN,Hefei,Line 8,Line 8 Phase 1,not started,,0,23,100.00,23,0,0,12,209.5,4819.1
,CN,Hohhot,Line 2,Line 2,2020,,0,27.3,100,27.3,,,24,221.2,6039.6
,CN,Huizhou,Line 1,Line 1,2018,,0,58,,,,,26,209.7,12160.7
,CN,Jiaxing,Hujia Regional Railway,Hujia Regional Railway (Zhejiang section),2020,,1,35.01,0,0,,,8,144.4,5056.8
,CN,Jinan,Line 3,Line 3 Phase 1,,2022,0,21.57,1,21.6,,,13,177.1,3820.1
,CN,Jinan,Line 2,Line 2,2021,,0,36.39,95,34.6,,,18,178.0,6477.7
,CN,Jinan,Line 4,Line 4 Phase 1,2021,,0,40.3,1,40.3,,,33,281.3,11336.0
7753,CN,Kunming,Line 1,Line 1 Phase 1 and Line 2 Phase 1,2010,2014,0,42.1,69.83,29.4,12.09,0.961,31,243.6,10253.5
8019,CN,Kunming,Line 1,Line 1 Feeder,2013,2015,0,5.2,,,#N/A,#N/A,4,240.0,1248.0
8137,CN,Kunming,Line 1,Line 1 Southern Extension,2013,2015,0,7.3,,,#N/A,#N/A,3,123.8,904.1
8051,CN,Kunming,Line 3,Line 3 Phase 2,2013,2018,0,4,,,,,3,210.0,839.8
8122,CN,Kunming,Line 2,Line 2 Phase 2,2017,2019,0,9.2,100.00,9.2,0,0,8,218.5,2010.5
,CN,Kunming,Line 3,Line 3 Phase 1,2017,,0,19.5,,,,,,210.3,4100.8
7939,CN,Kunming,Line 1,Line 1 Northwestern Extension,2020,,0,7.594,100,7.594,,,7,350.2,2659.3
8098,CN,Kunming,Line 4,Line 4,2020,,0,43.5,100,43.5,,,26,207.2,9013.6
8072,CN,Kunming,Line 5,Line 5,2020,,0,26.45,100,26.45,,,22,256.9,6796.3
8128,CN,Kunming,Line 6,Line 6,2020,,0,25.61,59,15.01,,,8,164.6,4215.3
8155,CN,Lanzhou,Line 1,Line 1 Phase 1,,2019,0,25.9,100,25.9,,,20,229.4,5942.2
,CN,Lanzhou,Line 4,Line 4 Phase 1,2019,,0,26.8,60,16,,,11,190.9,5116.3
8154,CN,Lanzhou,Line 2,Line 2 Phase 1,2021,,0,9.6,100,9.6,,,9,265.2,2545.6
,CN,Luoyang,Line 2,Line 2,2022,,0,18.216,100,18.216,,,15,231.3,4214.0
,CN,Nanchang,Phase 1,Phase 1 Expansion (Line 1 and 2),2009,2016,0,50.6,100,50.6,,,50,204.7,10358.1
8107,CN,Nanchang,Line 2,Line 2 Western Extension,2015,2018,0,8.5,100.00,8.5,0,0,7,162.1,1378.0
7905,CN,Nanchang,Line 4,Line 4 Phase 1,2016,2021,0,38.2,84.29,32.2,0,0,29,263.0,10045.6
8091,CN,Nanchang,Line 1,Line 1 Eastern Extension,2018,2021,0,4.1,100.00,4.1,0,0,2,174.5,715.3
7842,CN,Nanchang,Line 3,Line 3,,2021,0,28.5,100,28.5,,,22,222.8,6349.0
,CN,Nanchang,Line 1,Line 1 North Extension,2021,,0,16.973,80,13.528,,,8,173.1,2938.0
7803,CN,Nanchang,Line 2,Line 2 Eastern Extension,2021,,0,10.42,100,10.42,,,9,280.9,2926.6
7730,CN,Nanjing,Line 1,Line 1 Phase 1,2000,2005,0,21.72,65.98,14.33,6.05,1.552,16,268.7,5835.3
,CN,Nanjing,Line S8,Line S8 Phase 2,2012,2014,0,45.2,27,12.2,,,17,90.4,4085.2
,CN,Nanjing,Line 4,Line 4 Phase 1,2004,2015,0,43.9,95,41.7,,,,202.6,8894.3
8080,CN,Nanjing,Line 3,Line 3 Phase 3,2015,2017,0,6.6,100.00,6.6,0,0,2,179.0,1181.6
7875,CN,Nanjing,Line 9,Line 9 Line 5,2016,2020,0,19.677,100,19.677,,,16,328.3,6460.4
7891,CN,Nanjing,Line 2,Line 2 Western Extension,2017,2020,0,5.6,100.00,5.6,0,0,4,268.0,1500.7
7947,CN,Nanjing,Line S8,Line S8 Southern Extension,2017,2020,0,2.5,100.00,2.5,0,0,2,230.6,576.4
7969,CN,Nanjing,Line 11,Line 11 Phase 1,2018,2021,0,27,95,25.6,,,20,231.8,6258.3
,CN,Nanjing,Line S4 Nanjing-Chuzhou,Line S4 Nanjing-Chuzhou Phase 1 (Chuzhou Section),2018,2022,0,32.95,0,0,,,6,107.7,3548.2
7945,CN,Nanjing,Line 6,Line 6,2019,2023,0,32.365,100,32.365,,,19,288.5,9338.7
7850,CN,Nanjing,Line 10,Line 10 Phase 2,2020,2023,0,13.33,100,13.33,,,10,224.0,2985.4
7848,CN,Nanjing,Line 4,Line 4 Phase 2,2021,2025,0,10,100,10,,,6,250.3,2503.0
,CN,Nanjing,Line 2,Line 2 Phase 1,2005,,0,21.63,88,19.11,,,18,280.5,6066.9
7897,CN,Nanjing,Line 7,Line 7,2019,,0,35.49,100,35.49,,,27,255.1,9051.8
7834,CN,Nanjing,Line 1,Line 1 Northern Extension,2021,,0,6.54,92,6.04,,,5,355.4,2324.0
7825,CN,Nanjing,Line 5,Line 5,2021,,0,37.4,100,37.4,,,30,254.2,9505.8
,CN,Nanjing,Line S2 Nanjing-Ma'anshan,Line S2 Nanjing-Ma'anshan Regional Rail (Anhui section),2021,,1,27.49,0,0,,,8,65.5,1800.4
,CN,Nanjing,Line S2 Nanjing-Ma'anshan,Line S2 Nanjing-Ma'anshan Regional Rail (Nanjing section),2021,,1,26.5,52,13.71,,,8,157.6,4175.9
,CN,Nanjing,Line S3 Nanjing-He County,Line S3 Nanjing-He County,2021,,0,42.4,,,,,11,100.4,4256.0
,CN,Nanjing,Line S4 Nanjing-Chuzhou,Line S4 Nanjing-Chuzhou Phase 2 (Nanjing Section),2021,,0,5.671,46,2.63,,,2,172.1,975.9
,CN,Nanjing,Line S5 Nanjing-Yangzhou,Line S5 Nanjing-Yangzhou,2021,,0,53.75,57,30.66,,,16,141.9,7628.9
,CN,Nanjing,Line S6,Line S6,2021,,0,26.313,62,16.26,,,13,224.6,5909.2
,CN,Nanjing,Line S4 Nanjing-Chuzhou,Line S4 Nanjing-Chuzhou Phase 2 (Chuzhou Section),2022,,0,13.28,,,,,6,94.6,1255.8
,CN,Nanjing,Line S8,Line S8 Phase 2,2022,,0,24,,,,,8,80.9,1940.5
,CN,Nanning,Line 1,Line 1 Phase 1,2011,2016,0,32.1,100,32.1,,,25,223.2,7166.3
,CN,Nanning,Line 2,Line 2 Phase 1,2014,2017,0,21.2,100,21.2,,,18,246.9,5234.9
7930,CN,Nanning,Line 3,Line 3 Phase1,2015,2019,0,27.7,100.00,27.7,0,0,23,244.8,6782.3
7929,CN,Nanning,Line 4,Line 4 Phase 1,,2020,0,24.98,100,24.98,,,19,206.4,5154.9
7896,CN,Nanning,Line 2,Line 2 Eastern Extension,2017,2021,0,6.5,100.00,6.5,0,0,4,236.7,1538.3
7857,CN,Nanning,Line 5,Line 5 Phase 1,,2021,0,20.22,100,20.22,,,17,230.4,4659.4
,CN,Nanning,Airport Line,Airport Line,2021,,0,22.8,,,,,5,105.3,2400.7
,CN,Nanning,Wuming Line,Wuming Line,2021,,0,53.2,20,10.6,,,13,88.1,4687.8
,CN,Nantong,Line 1,Line 1,2019,,0,39.4,100,39.4,,,28,204.7,8067.0
,CN,Nantong,Line 2,Line 2,2020,,0,20.85,100,20.85,,,17,215.7,4497.5
,CN,Ningbo,Line 3,Line 3 Phase 1,,2019,0,16.73,100,16.73,,,15,266.5,4459.0
,CN,Ningbo,Ningbo-Fenghua Line,Ningbo-Fenghua Line,,2019,0,21.59,4,0.84,,,9,102.6,2214.8
,CN,Ningbo,2013-2020 Program,2013-2020 Program,2013,2020,0,100.1,,,,,,200.9,20113.2
,CN,Ningbo,Line 4,Line 4,,2021,0,35.95,68,24.45,,,25,162.5,5841.3
,CN,Ningbo,Line 3,Line 3 Southern Extension,2020,,0,12.7,17,2.2,,,6,121.8,1546.8
,CN,Ningbo,Line 3,Line 3 Phase 2,2021,,0,9.05,100,9.05,,,5,235.0,2126.6
,CN,Ningbo,Line 5,Line 5 Phase 1,2021,,0,27.91,100,27.91,,,22,202.6,5653.8
,CN,Putian,F2 Line,F2 Line,2020,,1,23.8,63,14.9,,,,169.1,4024.6
,CN,Qingdao,Line 11,Line 11,,2018,0,58.35,10,5.81,,,22,101.6,5928.4
,CN,Qingdao,Qingdao-Pingdu Intercity Rail,Qingdao-Pingdu Intercity Rail,,2020,0,60,20,12,,,10,102.9,6176.1
,CN,Qingdao,Line 1 + Line 7,Line 1 + Line 7 Phase 1,,2021,0,59.97,100,59.97,,,40,189.5,11361.6
,CN,Qingdao,Line 8,Line 8,,2021,0,61.4,,,,,16,148.5,9119.9
,CN,Qingdao,Line 15,Line 15,2021,2026,0,30.8,100,30.8,,,17,179.7,5533.9
,CN,Qingdao,Line 5,Line 5,2021,2026,0,32.7,100,32.7,,,29,226.2,7395.4
,CN,Qingdao,Line 6,Line 6 Phase 2 South,2021,2026,0,13.85,100,13.85,,,10,170.3,2358.7
,CN,Qingdao,Line 8,Line 8 Branch,2021,2026,0,18.8,100,18.8,,,9,173.7,3265.0
,CN,Qingdao,Line 9,Line 9,2021,2026,0,16.63,100,16.63,,,13,215.1,3576.9
,CN,Qingdao,Line 3,Line 3,2010,,0,25,100,25,,,22,310.2,7755.4
,CN,Qingdao,Line 2,Line 2,2019,,0,25,100,25,,,22,352.4,8809.2
,CN,Qingdao,Line 2,Line 2 Phase 2 East Section,2021,,0,8.89,100,8.89,,,8,216.4,1923.4
7656,CN,Shanghai,Line 1,Line 1 (Shanghai Railway Station to Jinjiang Park),1990,1995,0,16.1,,,#N/A,#N/A,13,258.3,4158.2
7657,CN,Shanghai,Line 2,Line 2 Phase 1,1995,1999,0,16.3,100.00,16.3,0,0,12,586.9,9566.2
7666,CN,Shanghai,Line 3,Line 3,1997,2000,0,24.975,0.00,0,21.605,3.375,,264.9,6616.1
7658,CN,Shanghai,Line 2,Line 2 Eastern Extension 1,1999,2000,0,2.72,31.99,0.87,0.305,1.5718,1,82.1,223.4
7673,CN,Shanghai,Line 5,Line 5 Phase 1,2000,2002,0,17.206,0.00,0,16.7,0.51,11,133.7,2300.5
7672,CN,Shanghai,Line 4,Line 4 Phase 1,,2005,0,22.032,94.33,20.782,1.285,0.0368,9,331.9,7313.0
7659,CN,Shanghai,Line 2,Line 2 Western Extension 1,2001,2006,0,6.155,100.00,6.155,0,0,4,343.1,2111.7
7667,CN,Shanghai,Line 3,Line 3 Northern Extension,,2006,0,15.365,12.88,1.979,13.395,0.1306,10,127.0,1951.7
7682,CN,Shanghai,Line 9,Line 9 Phase 1,,2008,0,30.687,48.17,14.782,15.9588,0,13,291.8,8954.1
7675,CN,Shanghai,Line 7,Line 7 Phase 1,2005,2009,0,34.388,100.00,34.388,0,0,28,281.3,9674.1
7683,CN,Shanghai,Line 9,Line 9 Phase 2,2005,2009,0,14.5,100.00,14.5,0,0,10,319.0,4624.9
7691,CN,Shanghai,Line 11,Line 11 Phase 1,2007,2009,0,46.008,47.11,21.676,24.3853,0,21,194.1,8930.6
7681,CN,Shanghai,Line 8,Line 8 Phase 2,,2009,0,14.44,57.06,8.24,6.2092,0,8,175.7,2537.8
7858,CN,Shanghai,Line 8,Line 8 Phase 1,,2009,0,23.22,100.00,23.22,0,0,22,417.8,9700.6
7690,CN,Shanghai,Line 10,Line 10 Phase 1,2005,2010,0,36.221,100.00,36.221,0,0,31,339.7,12304.2
7664,CN,Shanghai,Line 2,Line 2 Eastern Extension 2,2006,2010,0,30.8,69.81,21.5,8.565,0.983,10,168.8,5199.1
7665,CN,Shanghai,Line 2,Line 2 Western Extension 2,,2010,0,8.53,,,#N/A,#N/A,3,129.9,1107.9
8113,CN,Shanghai,Line 6,Line 6,2002,2011,0,33.09,63.61,21.05,11.845,0.3983,28,241.5,7992.9
7680,CN,Shanghai,Line 7,Line 7 Northern Extension,2009,2011,0,9.978,70.25,7.01,2.515,0.479,5,140.2,1399.1
7688,CN,Shanghai,Line 9,Line 9 Phase 3,2009,2012,0,5.372,100.00,5.372,0,0,,231.0,1240.9
7696,CN,Shanghai,Line 11,Line 11 Phase 2,,2013,0,22.886,,,#N/A,#N/A,13,213.8,4894.1
7697,CN,Shanghai,Line 11,Line 11 Huaqiao,,2013,0,6,0.00,0,6,0,3,116.3,698.0
9467,CN,Shanghai,Line 16,Line 16,2010,2014,0,58.96,23.22,13.69,45.3992,0,,136.5,8047.8
8105,CN,Shanghai,Line 11,Line 11 (to Disney),,2016,0,9.15,15.96,1.46,7.73,0.0475,3,188.2,1722.0
7689,CN,Shanghai,Line 9,Line 9 Phase 3 Eastern Extension,2013,2017,0,13.828,100,13.828,,,9,322.4,4457.6
7674,CN,Shanghai,Line 5,Line 5 Southern Extension,2014,2018,0,19.628,39.47,7.747,11.9743,0,9,182.3,3577.2
8136,CN,Shanghai,Line 8,Line 8 Phase 3 (Pujiang Line),2016,2018,0,6.689,0.00,0,6.65,0.04,6,166.5,1114.0
8042,CN,Shanghai,Line 10,Line 10 Phase 2,2015,2020,0,10.09,31.42,3.17,6.53,0.4321,6,,
9462,CN,Shanghai,Line 14,Line 14,2014,2021,0,38.15,100,38.15,,,31,432.5,16499.1
9461,CN,Shanghai,Line 15,Line 15,2016,2021,0,42.3,100,42.3,,,30,338.0,14298.6
,CN,Shanghai,Line 18,Line 18,2016,2021,0,36.85,100,36.85,,,26,373.8,13775.0
7954,CN,Shanghai,Airport Contact Line,Airport Contact Line,2019,2025,0,68.6,83.00,56.7,0,0,9,213.0,14609.3
7819,CN,Shanghai,Jiamin Line,Jiamin Line,2021,2027,1,41.36,94,38.68,,,17,274.1,11336.0
,CN,Shanghai,Line 12,Line 12 West Extension,2022,,0,17.3,100,17.3,,,6,289.5,5008.9
8043,CN,Shanghai,Chongming,Chongming,,,0,44.6,59.00,26.1,0,0,8,180.1,8034.0
7754,CN,Shanghai,Line 1,Line 1 Western Extension,,,0,1.2,0.00,0,0,0,1,905.7,1086.9
7768,CN,Shanghai,Line 13,Line 13 Western Extension,,,0,9.8,100.00,9.8,0,0,5,391.8,3839.4
7762,CN,Shanghai,Line 19,Line 19,,,0,44.5,100.00,44.5,0,0,32,413.5,18400.4
7755,CN,Shanghai,Line 20,Line 20 Phase 1,,,0,19.8,100.00,19.8,0,0,16,604.3,11964.3
7763,CN,Shanghai,Line 21,Line 21 Phase 1,,,0,28,100.00,28,0,0,16,401.3,11235.3
7770,CN,Shanghai,Line 23,Line 23 Phase 1,,,0,28,100.00,28,0,0,22,366.2,10254.2
,CN,Shaoxing,Hangshao Line,Hangshao Line,2016,2021,0,20.3,49,9.87,,,10,188.9,3835.3
,CN,Shaoxing,Line 1,Line 1,2016,2021,0,31.3,100,31.3,,,23,228.7,7158.7
,CN,Shaoxing,Line 2,Line 2,2022,,0,10.8,100,10.8,,,9,266.5,2878.0
,CN,Shenyang,Line 10,Line 10 Phase 1,2012,2020,0,49.9,100,49.9,,,37,200.6,10008.4
,CN,Shenyang,Line 9,Line 9 Phase 1,2012,2020,0,29.2,100,29.2,,,23,207.3,6053.9
,CN,Shenyang,Line 4,Line 4 Phase 1,,2022,0,34.2,100,34.2,,,23,138.2,4725.3
Line 3,CN,Shenyang,Line 3,Line 3 Phase 1,2019,2025,0,38.4,,,#N/A,#N/A,28,180.6,6935.9
7968,CN,Shenyang,Line 1,Line 1 Eastern Extension,2020,2025,0,15,100.00,15,0,0,9,206.9,3103.6
7923,CN,Shenyang,Line 6,Line 6 Phase 1,2020,2026,0,36,,,#N/A,#N/A,32,219.5,7901.5
,CN,Shenyang,Line 1 and 2,Line 1 and 2 Phase 1,2005,,0,55.07,100,55.07,,,43,260.2,14331.2
7938,CN,Shenyang,Line 2,Line 2 Southern Extension,,,0,14.3,,,#N/A,#N/A,8,213.3,3049.7
,CN,Shenzhen,Phase 1,Phase 1 Expansion (Line 1 and 4),1998,2004,0,21.446,100,21.446,,,19,358.9,7697.3
9483,CN,Shenzhen,Line 11,Line 11 Phase 1,,2016,0,49.7,67.61,33.6,11.635,4.766,11,,
9477,CN,Shenzhen,Line 7,Line 7,,2016,0,30.2,100.00,30.2,0,0,28,335.9,10145.2
,CN,Shenzhen,Line 3,Line 3 Phase 3 North Ext,2011,2020,0,9.4,0,0,,,7,243.7,2290.7
,CN,Shenzhen,Line 10,Line 10,2015,2020,0,29.54,100,29.54,,,24,296.4,8755.4
7706,CN,Shenzhen,Line 6,Line 6 Phase 1,2015,2020,0,37.626,34.58,13.01,24.8358,0,20,140.2,5276.4
9484,CN,Shenzhen,Line 8,Line 8 Phase 1,2015,2020,0,12.341,100.00,12.341,0,0,6,,
7784,CN,Shenzhen,Line 12,Line 12,2017,2022,0,40,100.00,40,0,0,33,299.5,11978.7
7707,CN,Shenzhen,Line 6,Line 6 (feeder),2018,2022,0,6.13,86.54,5.305,0,0,4,188.2,1153.7
7713,CN,Shenzhen,Line 12,Line 12 Phase 2,2020,2022,0,8.05,100,8.05,,,6,321.0,2583.7
,CN,Shenzhen,Line 3,Line 3 Phase 3 North Ext (Phase 4),2020,2022,0,9.35,79,7.42,,,7,343.1,3208.1
7712,CN,Shenzhen,Line 3,Line 3 Phase 4,,2022,0,9.35,79.36,7.42,0,0,7,343.1,3208.1
7810,CN,Shenzhen,Line 16,Line 16,2018,2023,0,27.6,100.00,27.6,0,0,24,313.3,8646.4
9485,CN,Shenzhen,Line 8,Line 8 Phase 2,2019,2024,0,8.023,100,8.023,,,4,223.7,1794.4
7715,CN,Shenzhen,Line 13,Line 13 Southern Extension,2020,2025,0,4.47,100.00,4.47,0,0,3,330.2,1476.0
7722,CN,Shenzhen,Line 8,Line 8 Phase 3,,2025,0,4.26,100.00,4.26,0,0,,580.8,2474.3
,CN,Shenzhen,Line 5,Line 5 West Extension,2019,,0,2.88,100,2.88,,,3,421.7,1214.5
7827,CN,Shenzhen,Line 14,Line 14,2020,,0,50.34,100,50.34,,,17,242.3,12197.3
,CN,Shenzhen,Guangzhou-Dongguan-Shenzhen Regional Rail,Guangzhou-Dongguan-Shenzhen Regional Rail South Extension,2021,,1,15.15,100,15.15,,,3,223.2,3380.9
7714,CN,Shenzhen,Line 13,Line 13 Northern Extension,2021,,0,19.296,100,19.296,,,11,410.5,7921.0
7771,CN,Shenzhen,Line 13,Line 13,2021,,0,22.436,100,22.436,,,16,296.0,6639.9
,CN,Shenzhen,Shenhui,Shenhui Dapeng Branch ICR,2021,,1,39.4,100,39.4,,,6,170.3,6710.7
,CN,Shenzhen,Shenhui,Shenhui Mainline ICR,2021,,1,58.738,100,58.738,,,11,250.3,14702.7
7728,CN,Shenzhen,Line 20,Line 20 Phase 1,2022,,0,8.43,100,8.43,,,5,377.7,3183.7
7723,CN,Shenzhen,Line 11,Line 11 Phase 2,not started,,0,5.58,100.00,5.58,0,0,3,353.6,1973.3
7720,CN,Shenzhen,Line 16,Line 16 Phase 2,not started,,0,9.53,100.00,9.53,0,0,7,343.2,3270.5
